"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","NA","NA"
"3258","Rhus chondroloma","tropical","AM",0,"angiosperm",16.6375000476837,561
"3260","Rhus diversiloba","temperate","AM",0,"angiosperm",13.6916666130225,592
"3262","Rhus laevigata","temperate","AM",0,"angiosperm",16.7458333571752,399
"3264","Rhus microphylla","temperate","AM",0,"angiosperm",15.6990740818006,282.888888888889
"3265","Rhus ovata","tropical","AM",0,"angiosperm",16.6375000476837,561
"3266","Rhus pyroides","tropical","AM",0,"angiosperm",14.4916666150093,1103
"3267","Rhus sandwicensis","tropical","AM",0,"angiosperm",6.4479166350017,1056
"3268","Rhus standleyi","tropical","AM",0,"angiosperm",16.6375000476837,561
"3269","Rhus succedanea","tropical","AM",0,"angiosperm",18.5763889435265,1417.66666666667
"3271","Rhus tomentosa","temperate","AM",0,"angiosperm",17.1041667461395,689
"3272","Rhus trilobata","tropical","AM",0,"angiosperm",17.3458333081669,635
"3274","Rhus virens","tropical","AM",0,"angiosperm",17.1444444855054,585.666666666667
"3276","Ribes amurensis","temperate","AM",0,"angiosperm",5.4583332935969,554
"3277","Ribes californicum","temperate","AM",0,"angiosperm",13.7347221838103,594.833333333333
"3278","Ribes diacanthum","temperate","AM",0,"angiosperm",0.26354169473052,369
"3279","Ribes divaricatum","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3280","Ribes himalense","temperate","AM",0,"angiosperm",-2.46250002831221,635
"3281","Ribes horridum","temperate","AM",0,"angiosperm",-0.956250015646219,818.5
"3282","Ribes komarovii","temperate","AM",0,"angiosperm",3.27083334575097,681
"3283","Ribes malvaceum","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3284","Ribes mandshuricum","temperate","AM",0,"angiosperm",2.37583338916302,601.4
"3285","Ribes maximowiczianum","temperate","AM",0,"angiosperm",1.8930555962854,724
"3286","Ribes montigenum","temperate","AM",0,"angiosperm",-0.844047690431277,549.142857142857
"3288","Ribes rubrum","boreal","AM",0,"angiosperm",9.18666673153639,864.6
"3289","Ribes sanguineum","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3290","Ribes spicatum","boreal","AM",0,"angiosperm",-0.432291693907852,380
"3292","Ribes uva-crispa","boreal","AM",0,"angiosperm",8.52386367117817,822.909090909091
"3294","Rinorea apiculata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3295","Rinorea deflexiflora","tropical","AM",0,"angiosperm",23.0077381361099,2933
"3296","Rinorea guianensis","tropical","AM",0,"angiosperm",26.0166665977902,2213.66666666667
"3297","Rinorea lindeniana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3298","Rinorea neglecta","tropical","AM",0,"angiosperm",25.4430554972755,1990.33333333333
"3299","Rinorea viridifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3300","Rockinghamia angustifolia","tropical","AM",0,"angiosperm",24.6375001271566,2396
"3301","Rollinia centrantha","tropical","AM",0,"angiosperm",25.2916667461395,2497
"3302","Rollinia chrysocarpa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3303","Rollinia cuspidata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3304","Rollinia dolichopetala","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3305","Rollinia exsucca","tropical","AM",0,"angiosperm",27.0875000953674,2282
"3306","Rollinia flacaglabra","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3307","Rollinia glomerulifera","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3308","Rollinia palida","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3309","Rollinia pittieri","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3310","Rosa acicularis","boreal","AM",0,"angiosperm",-2.09843746599896,523.125
"3311","Rosa arvensis","boreal","AM",0,"angiosperm",9.61583337665846,865.8
"3312","Rosa canina","boreal","AM",0,"angiosperm",10.6680556082477,843.5
"3313","Rosa davurica","temperate","AM",0,"angiosperm",-0.0674999882777532,439.4
"3315","Rosa micrantha","temperate","AM",0,"angiosperm",13.3645833544433,660.5
"3317","Rosa multiflora","temperate","AM",0,"angiosperm",12.316666641583,1032
"3318","Rosa pendulina","temperate","ECM",0,"angiosperm",7.21666671211521,1069
"3320","Rosa xanthina","temperate","AM",0,"angiosperm",1.19583340889464,381
"3321","Rosmarinus officinalis","temperate","AM",0,"angiosperm",14.3352083692638,393.9
"3322","Rothmannia globosa","tropical","AM",0,"angiosperm",20.2222221493721,1000.33333333333
"3323","Roucheria columbiana","tropical","AM",0,"angiosperm",25.7729167540868,2519.5
"3324","Roucheria punctata","tropical","AM",0,"angiosperm",26.2708333333333,2435
"3325","Rourea glabra","tropical","AM",0,"angiosperm",26.5645832220713,1718.5
"3326","Rourea minor","tropical","AM",0,"angiosperm",21.0083332856496,1818
"3327","Rourea schippii","tropical","AM",0,"angiosperm",19.9916667143504,2383
"3329","Ruagea insignis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3330","Ruagea subviridiflora","tropical","AM",0,"angiosperm",15.0333330631256,553
"3332","Rubus arcticus","boreal","AM",0,"angiosperm",-4.3458333502834,454
"3333","Rubus caesius","boreal","AM",0,"angiosperm",9.75208333277454,802
"3334","Rubus fruticosus","boreal","AM",0,"angiosperm",9.21130956948868,868.142857142857
"3335","Rubus hispidus","temperate","AM",0,"angiosperm",5.88472213554713,924.333333333333
"3337","Rubus parviflorus","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3338","Rubus parvifolius","temperate","AM",0,"angiosperm",11.1988889042702,667.4
"3339","Rubus phoenicolasius","temperate","AM",0,"angiosperm",11.6208333546917,1228
"3340","Rubus ulmifolius","temperate","AM",0,"angiosperm",11.984895824998,740.5
"3341","Rubus vestitus","boreal","AM",0,"angiosperm",9.0541667441527,888
"3342","Rudgea bracteata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3343","Ruizodendron ovale","tropical","AM",0,"angiosperm",25.3027778466543,2909
"3344","Ruptiliocarpon caracolito","tropical","AM",0,"angiosperm",26.1666666269302,2905.5
"3345","Ruscus aculeatus","temperate","AM",0,"angiosperm",15.1250000434617,604.333333333333
"3347","Ryparosa hullettii","tropical","AM",0,"angiosperm",26.7291665871938,2290
"3349","Sabia swinhoei","tropical","AM",0,"angiosperm",16.8166667247812,1460.5
"3350","Sacoglottis guianensis","tropical","AM",0,"angiosperm",25.6819444762336,2985
"3351","Sacoglottis mattogrossensis","tropical","AM",0,"angiosperm",26.2291667461395,3149
"3352","Sagotia racemosa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3353","Salacia atenucrasa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3355","Salacia macrantha","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3356","Salacia megistophylla","tropical","AM",0,"angiosperm",26.2625001271566,2101
"3359","Salix alba","boreal","ECM",0,"angiosperm",11.4708334207535,1216.66666666667
"3361","Salix arctica","boreal","ECM",0,"angiosperm",-11.0055555966165,169.583333333333
"3362","Salix atrocinerea","temperate","ECM",0,"angiosperm",12.969166651989,644
"3365","Salix caprea","boreal","ECM",0,"angiosperm",6.66666672280472,718.666666666667
"3366","Salix cheilophila","temperate","ECM",0,"angiosperm",7.91458331421018,361.5
"3372","Salix exigua","temperate","ECM",0,"angiosperm",13.8583332200845,574
"3373","Salix flavida","temperate","ECM",0,"angiosperm",3.89333335223297,367.6
"3374","Salix fragilis","temperate","ECM",0,"angiosperm",6.67708328769853,915.25
"3378","Salix gordejevii","temperate","ECM",0,"angiosperm",3.93593754568913,386.75
"3379","Salix gracilistyla","temperate","ECM",0,"angiosperm",4.24999990562598,660
"3380","Salix hastata","boreal","ECM",0,"angiosperm",1.0784722126296,497.5
"3381","Salix helvetica","boreal","ECM",0,"angiosperm",7.91250007040799,616
"3382","Salix herbacea","boreal","ECM",0,"angiosperm",0.0124999679314594,411.8
"3385","Salix integra","temperate","ECM",0,"angiosperm",3.24583330191672,587
"3387","Salix lapponum","boreal","ECM",0,"angiosperm",0.0469696788455952,350.727272727273
"3388","Salix lasiandra","temperate","ECM",0,"angiosperm",13.820833325386,600.5
"3389","Salix lasiolepis","temperate","ECM",0,"angiosperm",13.8433332622051,584.6
"3390","Salix lucida","temperate","ECM",0,"angiosperm",13.8583332200845,574
"3391","Salix matsudana","temperate","ECM",0,"angiosperm",9.1937499307096,489.25
"3392","Salix microstachya","temperate","ECM",0,"angiosperm",0.574305599451893,373
"3393","Salix miyabeana","temperate","ECM",0,"angiosperm",4.10833332687616,426
"3395","Salix myrsinites","boreal","ECM",0,"angiosperm",-0.016008795925269,387.263157894737
"3400","Salix phylicifolia","temperate","ECM",0,"angiosperm",0.844540225192048,1343.51724137931
"3401","Salix planifolia","temperate","ECM",0,"angiosperm",0.640277800667617,597
"3402","Salix polaris","boreal","ECM",0,"angiosperm",-0.450000060799842,528.5
"3403","Salix pulchra","boreal","ECM",0,"angiosperm",-8.5194711358979,250.942307692308
"3405","Salix raddeana","boreal","ECM",0,"angiosperm",-2.71145831832352,483
"3406","Salix repens","boreal","ECM",0,"angiosperm",10.0700757376511,834.636363636364
"3407","Salix reticulata","boreal","ECM",0,"angiosperm",-1.35673078242689,402.230769230769
"3409","Salix souliei","temperate","ECM",0,"angiosperm",-3.36250006128103,610
"3413","Salix udensis","temperate","ECM",0,"angiosperm",0.703124973767748,549
"3414","Salix viminalis","temperate","ECM",0,"angiosperm",2.11190474317187,594.428571428571
"3415","Salix wolfii","temperate","ECM",0,"angiosperm",2.42500004575898,363
"3417","Salsola laricifolia","temperate","AM",0,"angiosperm",7.8072916676756,144.25
"3419","Salvia candicans","tropical","AM",0,"angiosperm",16.6375000476837,561
"3420","Salvia dorrii","temperate","AM",0,"angiosperm",14.7000000585491,313
"3422","Salvia mellifera","temperate","AM",0,"angiosperm",16.4874999920527,503
"3423","Samanea saman","tropical","AM",1,"angiosperm",27.5458333151681,1477.14285714286
"3424","Sambucus canadensis","temperate","AM",0,"angiosperm",12.5260416123395,699.25
"3428","Sambucus williamsii","temperate","AM",0,"angiosperm",3.83541670488194,595.75
"3429","Sandwithia guyanensis","tropical","AM",0,"angiosperm",25.6875,2814
"3430","Sapindus mukorossi","tropical","AM",0,"angiosperm",23.5479165878561,1318
"3431","Sapindus saponaria","tropical","AM",0,"angiosperm",23.1421296817285,1294.88888888889
"3434","Sapium glandulosum","tropical","AM",0,"angiosperm",25.197023790034,2656.54761904762
"3435","Sapium insigne","tropical","AM",0,"angiosperm",16.304166773955,1874
"3437","Sapium macrocarpum","tropical","AM",0,"angiosperm",25.870833158493,1629
"3438","Sapium pachystachys","tropical","AM",0,"angiosperm",14.620833158493,2286
"3439","Sapium rotundifolium","tropical","AM",0,"angiosperm",19.8527778188388,1640.66666666667
"3440","Sapium sebiferum","tropical","AM",0,"angiosperm",18.0416667759418,1709
"3441","Sapranthus palanga","tropical","AM",0,"angiosperm",26.4583332803514,1682.33333333333
"3442","Saprosma ternatum","tropical","AM",0,"angiosperm",21.2583333121406,1680
"3443","Saraca indica","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3444","Sarcandra glabra","tropical","AM",0,"angiosperm",20.2020834088326,1723.5
"3445","Sarcaulus brasiliensis","tropical","AM",0,"angiosperm",25.2822917699814,2794.5
"3446","Sarcaulus peloscostimp","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3447","Sarcaulus romolerouxii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3448","Sarcaulus vestitus","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3449","Sarcobatus vermiculatus","temperate","AM",0,"angiosperm",9.31249986986319,261
"3450","Sarcococca ruscifolia","tropical","AM",0,"angiosperm",13.5916667083899,929
"3452","Sarcosperma arboreum","tropical","AM",0,"angiosperm",20.8388888703452,1738.33333333333
"3453","Sarcosperma kachinense","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3454","Sarcosperma laurinum","tropical","AM",0,"angiosperm",21.5437501072884,1803.5
"3455","Sasa kurilensis","temperate","AM",0,"angiosperm",4.67638885809316,1140.66666666667
"3457","Sassafras albidum","temperate","AM",0,"angiosperm",9.16755953049731,1021.92857142857
"3458","Saurauia montana","tropical","AM",0,"angiosperm",14.620833158493,2286
"3460","Saurauia yunnanensis","tropical","AM",0,"angiosperm",20.5000000397364,1579
"3461","Saxegothaea conspicua","temperate","AM",0,"gymnosperm",10.2310185437953,2202.11111111111
"3463","Schefflera decaphylla","tropical","AM",0,"angiosperm",25.658333433999,2880.66666666667
"3464","Schefflera digitata","temperate","AM",0,"angiosperm",11.7152777943346,2418.66666666667
"3465","Schefflera fengii","tropical","AM",0,"angiosperm",11.6458334252238,985
"3467","Schefflera macrocarpa","tropical","AM",0,"angiosperm",22.0592949359845,1236.92307692308
"3468","Schefflera minutistellata","tropical","AM",0,"angiosperm",21.762499888738,1790
"3469","Schefflera morototoni","tropical","AM",0,"angiosperm",23.6452381894702,2033.14285714286
"3470","Schefflera octophylla","tropical","AM",0,"angiosperm",21.3402778572506,1693.33333333333
"3471","Schefflera rodriguesiana","tropical","AM",0,"angiosperm",11.3916666110357,2365
"3473","Schefflera shweliensis","tropical","AM",0,"angiosperm",11.6458334252238,985
"3474","Schefflera vinosa","tropical","AM",0,"angiosperm",19.8500000238419,1434
"3475","Schima argentea","tropical","AM",0,"angiosperm",18.3486111627685,1352
"3476","Schima brevifolia","tropical","AM",0,"angiosperm",27.2958333492279,2637
"3477","Schima noronhae","tropical","AM",0,"angiosperm",11.6458334252238,985
"3478","Schima remotiserrata","tropical","AM",0,"angiosperm",20.9333333571752,1473
"3479","Schima superba","tropical","AM",0,"angiosperm",18.6420572800562,1555.125
"3480","Schima wallichii","tropical","AM",0,"angiosperm",21.1382575558894,1758
"3481","Schinopsis brasiliensis","tropical","AM",0,"angiosperm",21.2958331505458,660
"3482","Schisandra chinensis","temperate","AM",0,"angiosperm",3.83541670488194,595.75
"3483","Schisandra sphenanthera","temperate","AM",0,"angiosperm",7.91250004371007,841
"3484","Schizolobium parahyba","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3486","Schleichera oleosa","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3487","Scholtzia involucrata","temperate","ECM",0,"angiosperm",18.5722221069866,716.333333333333
"3488","Schotia afra","temperate","AM",0,"angiosperm",18.1875000794729,438
"3489","Sclerocarya birrea","tropical","AM",0,"angiosperm",21.0238889276981,748.933333333333
"3490","Sclerocroton integerrimus","tropical","AM",0,"angiosperm",21.3500000238419,1025
"3491","Scleronema micranthum","tropical","AM",0,"angiosperm",26.3384258482191,2383.88888888889
"3492","Scolopia mundii","tropical","AM",0,"angiosperm",17.8166666825612,912.666666666667
"3494","Searsia leptodictya","tropical","AM",0,"angiosperm",19.0875000357628,611
"3495","Searsia tenuinervis","tropical","AM",0,"angiosperm",21.366666674614,340
"3496","Sebastiania pavoniana","tropical","AM",0,"angiosperm",26.9154761405218,1754.14285714286
"3497","Securidaca inappendiculata","tropical","AM",0,"angiosperm",22.7041666110357,1663
"3498","Securinega suffruticosa","temperate","AM",0,"angiosperm",5.0145832883815,603
"3499","Semecarpus anacardium","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3500","Semecarpus coriacea","tropical","AM",0,"angiosperm",16.304166674614,2013
"3501","Semialarium mexicanum","tropical","AM",0,"angiosperm",27.6333335240682,1789
"3503","Senna atomaria","tropical","AM",0,"angiosperm",27.6333335240682,1789
"3504","Senna multijuga","tropical","AM",0,"angiosperm",27.0875000953674,2282
"3505","Senna siamea","tropical","AM",0,"angiosperm",26.4291665554047,1202
"3506","Senna sulfurea","tropical","AM",0,"angiosperm",28.2749998569489,1059
"3507","Sequoia sempervirens","temperate","AM",0,"gymnosperm",13.3221751255862,912
"3508","Sequoiadendron giganteum","temperate","AM",0,"gymnosperm",9.29166668560356,803
"3509","Serissa foetida","tropical","AM",0,"angiosperm",15.4624998867512,1070
"3510","Serissa serissoides","tropical","AM",0,"angiosperm",16.3666666497787,1195.71428571429
"3514","Sesbania grandiflora","tropical","AM",1,"angiosperm",27.8055554495917,1345
"3516","Shepherdia argentea","temperate","AM",1,"angiosperm",9.02916661029061,1021
"3518","Shorea argentifolia","tropical","ECM",0,"angiosperm",27.2958333492279,2637
"3519","Shorea falciferoides","tropical","ECM",0,"angiosperm",26.7291665871938,2290
"3520","Shorea javanica","tropical","ECM",0,"angiosperm",27.6374999682109,2398
"3521","Shorea leprosula","tropical","ECM",0,"angiosperm",26.7291665871938,2290
"3522","Shorea multiflora","tropical","ECM",0,"angiosperm",26.7291665871938,2290
"3524","Shorea robusta","tropical","ECM",0,"angiosperm",24.3444445019677,2442.95238095238
"3525","Shorea xanthophylla","tropical","ECM",0,"angiosperm",26.7291665871938,2290
"3526","Sideroxylon capiri","tropical","AM",0,"angiosperm",26.7783332824707,1732.6
"3527","Sideroxylon celastrinum","tropical","AM",0,"angiosperm",27.2583332856496,1808
"3528","Sideroxylon inerme","tropical","AM",0,"angiosperm",20.6125000715256,962.142857142857
"3529","Simaba cedron","tropical","AM",0,"angiosperm",25.7101851834191,2728
"3530","Simaba guianensis","tropical","AM",0,"angiosperm",25.387499888738,1875
"3531","Simaba morettii","tropical","AM",0,"angiosperm",25.6875,2814
"3532","Simaba orinocensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3533","Simaba paraensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3534","Simaba polyphylla","tropical","AM",0,"angiosperm",25.5375000370873,3025.16666666667
"3535","Simarouba amara","tropical","AM",0,"angiosperm",25.5213888963064,2569.13333333333
"3536","Simarouba glauca","tropical","AM",0,"angiosperm",26.3999999463558,1877.875
"3537","Simira cordifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3538","Simira rubescens","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3539","Siparuna angostadiente","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3540","Siparuna cervicornis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3541","Siparuna cristata","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3542","Siparuna cuspidata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3543","Siparuna decipiens","tropical","AM",0,"angiosperm",25.3694445292155,3112
"3544","Siparuna gesnerioides","tropical","AM",0,"angiosperm",14.620833158493,2286
"3545","Siparuna macrotepala","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3546","Siparuna poeppigii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3547","Siparuna thecaphora","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3548","Sloanea australis","tropical","AM",0,"angiosperm",18.8791665236155,2056
"3550","Sloanea brevipes","tropical","AM",0,"angiosperm",25.5812500516574,2773.25
"3551","Sloanea eichleri","tropical","AM",0,"angiosperm",26.2291669845581,2518
"3552","Sloanea fragrans","tropical","AM",0,"angiosperm",25.2822917699814,2794.5
"3553","Sloanea garckeana","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3554","Sloanea gigapulvi","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3555","Sloanea grandiflora","tropical","AM",0,"angiosperm",25.6791666348775,2756
"3556","Sloanea granredonda","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3557","Sloanea guianensis","tropical","AM",0,"angiosperm",25.859722216924,2876
"3558","Sloanea membramini","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3559","Sloanea oak","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3560","Sloanea obtusifolia","tropical","AM",0,"angiosperm",25.3027778466543,2909
"3561","Sloanea oppd","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3562","Sloanea pequrva","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3564","Sloanea polvorojo","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3565","Sloanea pubescens","tropical","AM",0,"angiosperm",25.7895833651225,2775
"3567","Sloanea robusta","tropical","AM",0,"angiosperm",25.5763888888889,2963.66666666667
"3568","Sloanea robustipeq","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3569","Sloanea rufisessi","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3570","Sloanea sinensis","tropical","AM",0,"angiosperm",19.3958335320155,1629
"3571","Sloanea synandra","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3572","Sloanea terniflora","tropical","AM",0,"angiosperm",26.9916666172169,1766.11111111111
"3573","Sloanea tomentosa","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3575","Smilax biumbellata","tropical","AM",0,"angiosperm",19.0291667381922,1786
"3576","Smilax china","temperate","AM",0,"angiosperm",16.859895837338,1302.125
"3577","Smilax corbularia","tropical","AM",0,"angiosperm",19.6041667064031,1564
"3578","Smilax discotis","temperate","AM",0,"angiosperm",7.91250004371007,841
"3580","Smilax ferox","tropical","AM",0,"angiosperm",22.1708331902822,1289
"3581","Smilax glabra","tropical","AM",0,"angiosperm",17.2625000377496,1637
"3582","Smilax glaucochina","temperate","AM",0,"angiosperm",15.6458333606521,1031
"3583","Smilax hypoglauca","tropical","AM",0,"angiosperm",19.0390625093132,1453.125
"3584","Smilax lanceifolia","tropical","AM",0,"angiosperm",19.3958335320155,1629
"3585","Smilax menispermoidea","tropical","AM",0,"angiosperm",11.6458334252238,985
"3586","Smilax microphylla","tropical","AM",0,"angiosperm",19.6041667064031,1564
"3587","Smilax ocreata","tropical","AM",0,"angiosperm",15.4874999324481,968
"3588","Smilax polycolea","tropical","AM",0,"angiosperm",16.3708334118128,1284
"3589","Smilax stans","temperate","AM",0,"angiosperm",8.15833335866531,783.5
"3591","Smilax zeylanica","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3593","Solanum altissimum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3594","Solanum argenteum","tropical","AM",0,"angiosperm",20.2291667461395,1342
"3596","Solanum dulcamara","boreal","AM",0,"angiosperm",9.0541667441527,888
"3597","Solanum ferocissimum","temperate","AM",0,"angiosperm",17.3770833677716,420.333333333333
"3598","Solanum lepidotum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3599","Solanum mauritianum","tropical","AM",0,"angiosperm",20.2291667461395,1342
"3601","Solanum rovirosanum","tropical","AM",0,"angiosperm",21.4124999046326,1960
"3602","Solanum sessile","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3603","Solanum torvum","tropical","AM",0,"angiosperm",26.2537037884748,3449
"3604","Solanum umbelliferum","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3607","Sophora chrysophylla","tropical","AM",1,"angiosperm",6.4479166350017,1056
"3608","Sophora davidii","temperate","AM",1,"angiosperm",9.69166668504477,599.25
"3609","Sophora flavescens","temperate","AM",1,"angiosperm",8.73999996135632,526.6
"3610","Sophora microphylla","temperate","AM",1,"angiosperm",13.9041666686535,1295
"3611","Sorbaria sorbifolia","temperate","AM",0,"angiosperm",1.19041666118428,592
"3613","Sorbus aucuparia","boreal","AM",0,"angiosperm",6.19650541129772,780.645161290323
"3617","Sorbus torminalis","boreal","ECM",0,"angiosperm",9.76166674296061,877.4
"3618","Sorocea muriculata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3619","Sorocea pileata","tropical","AM",0,"angiosperm",25.2916667461395,2497
"3620","Sorocea pubivena","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3621","Sorocea steinbachii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3622","Spathodea campanulata","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3624","Spiraea alba","temperate","AM",0,"angiosperm",5.88472213554713,924.333333333333
"3625","Spiraea chamaedryfolia","temperate","AM",0,"angiosperm",2.87500002235174,697
"3626","Spiraea hypericifolia","temperate","AM",0,"angiosperm",0.32500005265077,336
"3627","Spiraea japonica","temperate","AM",0,"angiosperm",10.2333332523704,819
"3628","Spiraea media","temperate","AM",0,"angiosperm",3.62500006395082,248
"3629","Spiraea mongolica","temperate","AM",0,"angiosperm",-0.0608334057033062,473
"3630","Spiraea tomentosa","temperate","AM",0,"angiosperm",5.88472213554713,924.333333333333
"3631","Spiraea trilobata","temperate","AM",0,"angiosperm",8.0892856978767,589.857142857143
"3632","Spirostachys africana","tropical","AM",0,"angiosperm",21.125462949276,691.555555555556
"3633","Spondias mangifera","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3634","Spondias mombin","tropical","AM",0,"angiosperm",26.0458333624734,1884
"3636","Spondias radlkoferi","tropical","AM",0,"angiosperm",26.0145833359824,2173.66666666667
"3639","Staudtia stipitata","tropical","AM",0,"angiosperm",23.620833158493,1694
"3640","Stauntonia chinensis","tropical","AM",0,"angiosperm",15.72500012815,1293
"3642","Stemmadenia obovata","tropical","AM",0,"angiosperm",26.6433333396912,1684.6
"3643","Stenostomum acreanum","tropical","AM",0,"angiosperm",25.4712964163886,3107
"3644","Stephanandra incisa","temperate","AM",0,"angiosperm",11.270833298564,731
"3645","Sterculia alata","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3646","Sterculia apeibophylla","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3647","Sterculia apetala","tropical","AM",0,"angiosperm",26.5416665871938,2484
"3648","Sterculia brevissima","tropical","AM",0,"angiosperm",22.5958334207535,1650
"3649","Sterculia colombiana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3650","Sterculia colorata","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3652","Sterculia excelsa","tropical","AM",0,"angiosperm",25.8180554707845,2511.66666666667
"3653","Sterculia frondosa","tropical","AM",0,"angiosperm",25.1783333778381,3192.4
"3654","Sterculia lanceolata","tropical","AM",0,"angiosperm",21.3197916199764,1765.875
"3655","Sterculia parviflora","tropical","AM",0,"angiosperm",25.7541666030884,3136
"3656","Sterculia pruriens","tropical","AM",0,"angiosperm",25.6373334089915,2960.32
"3657","Sterculia speciosa","tropical","AM",0,"angiosperm",25.6631944709354,3001.83333333333
"3658","Sterculia tessmannii","tropical","AM",0,"angiosperm",25.2791667779287,2893.66666666667
"3659","Stereospermum tetragonum","tropical","AM",0,"angiosperm",22.5958334207535,1650
"3660","Stewartia pteropetiolata","tropical","AM",0,"angiosperm",11.6458334252238,985
"3662","Streblus ilicifolius","tropical","AM",0,"angiosperm",20.2833333015442,1567
"3663","Streblus indicus","tropical","AM",0,"angiosperm",23.8208331664403,1670
"3664","Streblus taxoides","tropical","AM",0,"angiosperm",20.2833333015442,1567
"3665","Strephonema pseudocola","tropical","AM",0,"angiosperm",24.8083332379659,2652
"3667","Strophanthus divaricatus","tropical","AM",0,"angiosperm",23.8208331664403,1670
"3668","Strychnos bredemeyeri","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3669","Strychnos darienensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3673","Strychnos madagascariensis","tropical","AM",0,"angiosperm",20.9125001430511,702
"3674","Strychnos mitscherlichii","tropical","AM",0,"angiosperm",25.8416666984558,1880
"3675","Strychnos nux-vomica","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3677","Strychnos pungens","tropical","AM",0,"angiosperm",22.4291665156682,697
"3678","Strychnos spinosa","tropical","AM",0,"angiosperm",21.2208333810171,1027
"3679","Stryphnodendron adstringens","tropical","AM",1,"angiosperm",22.2950001080831,1303.2
"3680","Styrax argenteus","tropical","AM",0,"angiosperm",14.2576388087538,2076.33333333333
"3681","Styrax calvescens","tropical","AM",0,"angiosperm",19.3958335320155,1629
"3682","Styrax camporum","tropical","AM",0,"angiosperm",19.8500000238419,1434
"3683","Styrax chinensis","tropical","AM",0,"angiosperm",23.2458333969116,1357
"3684","Styrax confusus","tropical","AM",0,"angiosperm",16.0958334505558,1265
"3685","Styrax ferrugineus","tropical","AM",0,"angiosperm",22.5421876062949,1173
